id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7.66838E+17,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 bath,23110008,Adam,,Downtown,49.27881,-123.10692,Entire home/apt,114,30,1,2023-06-01,1,2,99,1,
7.66857E+17,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,278388165,Maggie,,Oakridge,49.22038,-123.11824,Entire home/apt,135,30,2,2023-05-27,0.46,1,92,2,Exempt
7.66986E+17,Home in Vancouver · ★4.95 · 4 bedrooms · 4 beds · 2.5 baths,5335111,Eric,,Downtown Eastside,49.27961,-123.09023,Entire home/apt,371,5,21,2023-05-08,3.5,18,8,21,22-300183
7.67339E+17,Condo in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,120682311,Kundai,,Mount Pleasant,49.26942,-123.1014,Entire home/apt,163,2,25,2023-05-30,4.24,1,26,25,23-158688
7.67428E+17,Rental unit in Vancouver · ★4.96 · 2 bedrooms · 2 beds · 2 baths,15246751,Amin,,Downtown,49.27805,-123.10679,Entire home/apt,371,2,26,2023-06-03,4.22,1,62,26,23-157910
7.67706E+17,Rental unit in Vancouver · ★4.73 · 1 bedroom · 3 beds · 1 bath,36866599,Emma,,Downtown,49.2792118,-123.1214803,Entire home/apt,297,2,11,2023-05-31,2.44,1,159,11,23-179350
7.68161E+17,Rental unit in Vancouver · ★4.90 · 2 bedrooms · 2 beds · 1 bath,486251819,George,,Downtown Eastside,49.28035,-123.10905,Entire home/apt,126,2,40,2023-05-28,6.56,3,62,40,22-167492
7.68242E+17,Rental unit in Vancouver · ★4.25 · 2 bedrooms · 2 beds · 2 baths,272222903,Kitty,,Downtown,49.28839,-123.1233,Entire home/apt,350,5,4,2023-05-29,1.03,11,284,4,23-187265
7.68398E+17,Home in Vancouver · ★4.65 · 1 bedroom · 1 bed · 1 bath,5123498,Trevor & Gemma,,Riley Park,49.2548729,-123.1044101,Entire home/apt,150,3,17,2023-06-03,2.8,1,64,17,22-273727
7.68787E+17,Home in Vancouver · ★5.0 · 5 bedrooms · 5 beds · 4.5 baths,121966720,Shengwen,,Oakridge,49.23291,-123.13065,Entire home/apt,709,1,12,2023-05-06,2.06,1,226,12,22-242747
7.6889E+17,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,33173453,Thomas,,Downtown Eastside,49.2782153,-123.0992978,Entire home/apt,182,5,8,2023-05-14,1.37,1,10,8,22-308376
7.68982E+17,Home in Vancouver · 2 bedrooms · 2 beds · 1 bath,238308886,Terry,,Kensington-Cedar Cottage,49.25634,-123.07715,Entire home/apt,162,30,1,2023-01-29,0.23,37,39,1,
7.69042E+17,Home in Vancouver · ★4.67 · 5 bedrooms · 5 beds · 4.5 baths,489251326,Keit,,Dunbar Southlands,49.25622,-123.18689,Entire home/apt,560,1,24,2023-06-02,3.93,2,100,24,22-307859
7.69481E+17,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,321330654,Sandeep,,Kitsilano,49.27074093,-123.1583502,Entire home/apt,150,30,1,2023-04-20,0.58,4,316,1,
7.69926E+17,Home in Vancouver · ★4.20 · 5 bedrooms · 6 beds · 4 baths,489407262,Vanna,,Kensington-Cedar Cottage,49.23462,-123.05973,Entire home/apt,745,1,5,2023-06-04,1.01,1,233,5,23-158215
7.70037E+17,Rental unit in Vancouver · ★4.79 · 2 bedrooms · 3 beds · 2 baths,293583929,Steve,,Downtown,49.2796404,-123.1088566,Entire home/apt,372,3,19,2023-05-27,3.61,28,148,19,23-158197
7.70277E+17,Condo in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 bath,5335111,Eric,,Kitsilano,49.27119103,-123.1504759,Entire home/apt,226,2,24,2023-06-08,3.98,18,87,24,23-158674
7.70366E+17,Rental unit in Vancouver · ★4.29 · 1 bedroom · 1 bed · 1 bath,489486051,Kyle,,Downtown,49.27591,-123.12651,Entire home/apt,269,1,7,2023-05-03,1.43,5,323,7,22-205502
7.70379E+17,Rental unit in Vancouver · ★4.45 · 1 bedroom · 1 bed · 1 bath,489486051,Kyle,,Downtown,49.27575,-123.12794,Entire home/apt,277,1,11,2023-05-14,2.05,5,333,11,22-187780
7.70388E+17,Rental unit in Vancouver · ★4.77 · 1 bedroom · 2 beds · 1 bath,489486051,Kyle,,Downtown,49.27787,-123.12617,Entire home/apt,258,1,13,2023-06-03,2.93,5,272,13,22-197630
7.70395E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 1 bath,489486051,Kyle,,Downtown,49.27799,-123.12667,Entire home/apt,448,1,2,2023-01-25,0.39,5,285,2,22-202101
7.70517E+17,Rental unit in Vancouver · 4 bedrooms · 4 beds · 3 baths,478012049,Giovanni,,Mount Pleasant,49.2706366,-123.1038721,Entire home/apt,320,365,0,,,2,364,0,
7.70583E+17,Home in Vancouver · ★4.88 · 5 bedrooms · 5 beds · 4 baths,227662329,Jordan,,Oakridge,49.22871,-123.11341,Entire home/apt,947,2,16,2023-06-04,2.61,112,307,16,23-163246
7.70983E+17,Home in Vancouver · 2 bedrooms · 2 beds · 1 bath,238308886,Terry,,Kensington-Cedar Cottage,49.25737,-123.07739,Entire home/apt,179,30,1,2023-01-17,0.21,37,39,1,
7.71159E+17,Guesthouse in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,82005328,Genevieve,,Kitsilano,49.264,-123.17097,Entire home/apt,234,3,14,2023-06-05,2.32,2,285,14,23-158679
7.71327E+17,Home in Vancouver · 3 bedrooms · 3 beds · 1 bath,426412280,Peiliao,,Sunset,49.2135613,-123.082924,Entire home/apt,300,2,1,2023-01-10,0.2,1,187,1,22-307652
7.71362E+17,Rental unit in Vancouver · ★4.85 · 1 bedroom · 3 beds · 1 bath,70268216,Misa,,Downtown,49.2801011,-123.12652,Entire home/apt,170,2,33,2023-06-07,6.19,2,105,33,22-309485
7.71487E+17,Rental unit in Vancouver · Studio · 1 bed · 1 bath,46898919,Dani,,Fairview,49.25846982,-123.1452777,Entire home/apt,138,30,0,,,1,265,0,
7.7169E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 1 bath,31944452,Lorraine,,Kitsilano,49.27277,-123.15328,Entire home/apt,201,30,0,,,2,160,0,
7.71736E+17,Home in Vancouver · ★5.0 · 1 bedroom · 3 beds · 1 bath,24462657,Calvin,,West Point Grey,49.26418,-123.18777,Entire home/apt,175,3,14,2023-06-02,2.59,1,22,14,23-158693
7.72117E+17,Home in Vancouver · ★4.89 · 2 bedrooms · 2 beds · 1 bath,489802992,Jingyi,,Dunbar Southlands,49.24411,-123.19671,Entire home/apt,205,1,27,2023-06-06,4.45,1,58,27,23-163275
7.72463E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 2.5 baths,1935763,Tala,,Downtown,49.27438466,-123.1327406,Entire home/apt,260,30,0,,,1,286,0,
7.72466E+17,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,227662329,Jordan,,Fairview,49.26087,-123.14267,Entire home/apt,219,30,4,2023-05-25,0.81,112,281,4,22-4343521
7.72478E+17,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 bath,489868030,Gabriel,,Mount Pleasant,49.2699956,-123.1060504,Entire home/apt,185,30,0,,,1,141,0,
7.7251E+17,Condo in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,967999,Haider,,Downtown,49.27705319,-123.1266112,Private room,109,1,34,2023-06-04,7.29,2,71,34,23-156550
7.72518E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 2.5 baths,227662329,Jordan,,Fairview,49.26241,-123.14188,Entire home/apt,231,30,0,,,112,308,0,
7.72541E+17,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,227662329,Jordan,,Kitsilano,49.26662,-123.15592,Entire home/apt,207,30,0,,,112,312,0,
7.72588E+17,Home in Vancouver · 3 bedrooms · 3 beds · 2.5 baths,227662329,Jordan,,Victoria-Fraserview,49.21853,-123.06572,Entire home/apt,262,30,0,,,112,314,0,
7.72661E+17,Rental unit in Vancouver · ★4.88 · 2 bedrooms · 2 beds · 2 baths,151123195,Julia,,Downtown,49.27794324,-123.1087464,Entire home/apt,345,3,8,2023-05-21,2.16,3,63,8,22-311703
7.7279E+17,Home in Vancouver · 3 bedrooms · 3 beds · 2 baths,279317920,Louis,,Renfrew-Collingwood,49.25168,-123.0508,Entire home/apt,488,5,2,2023-04-06,0.35,3,31,2,23-157968
7.73143E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 2 baths,149130779,Mohammadreza,,Downtown,49.2779918,-123.1187862,Entire home/apt,160,30,1,2023-04-16,0.54,1,290,1,
7.73246E+17,Rental unit in Vancouver · ★4.78 · 2 bedrooms · 2 beds · 1 bath,485488460,Mike,,Downtown,49.27574,-123.12777,Entire home/apt,196,2,46,2023-06-05,7.62,4,48,46,23-197832
7.73284E+17,Condo in Vancouver · 1 bedroom · 1 bed · 1 private bath,27542926,Brian,,West End,49.28373,-123.13628,Private room,76,30,1,2023-04-24,0.63,1,284,1,
7.73344E+17,Home in Vancouver · 2 bedrooms · 3 beds · 2.5 baths,62040724,Ravit,,Kitsilano,49.2665753,-123.1801855,Entire home/apt,150,30,0,,,1,16,0,
7.73357E+17,Guesthouse in Vancouver · 2 bedrooms · 2 beds · 1 bath,82005328,Genevieve,,Kitsilano,49.26389,-123.17043,Entire home/apt,69,30,1,2023-04-07,0.46,2,42,1,
7.73457E+17,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 shared bath,180085605,Parv,,Mount Pleasant,49.26474978,-123.0854105,Private room,193,1,2,2023-02-25,0.54,1,89,2,
7.73503E+17,Home in Vancouver · ★4.89 · 1 bedroom · 2 beds · 1 bath,490031768,Shi Yin,,Victoria-Fraserview,49.23019,-123.05503,Entire home/apt,145,2,18,2023-06-07,3.21,2,41,18,23-168980
7.73986E+17,Home in Vancouver · ★4.33 · 4 bedrooms · 4 beds · 1.5 baths,476148951,Vincent,,Kensington-Cedar Cottage,49.2454134,-123.0685798,Entire home/apt,250,1,6,2023-06-04,1.07,1,124,6,23-158482
7.74015E+17,Rental unit in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,74610927,Monica,,Kitsilano,49.27029,-123.17846,Entire home/apt,146,3,16,2023-06-05,2.91,1,5,16,22-310493
7.74016E+17,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,20564563,Jessica,,Mount Pleasant,49.26406,-123.0908,Entire home/apt,117,3,0,,,1,0,0,22156324
7.74078E+17,Rental unit in Vancouver · ★4.89 · 2 bedrooms · 5 beds · 1 bath,314341438,Joshua,,Mount Pleasant,49.26904,-123.10117,Entire home/apt,188,2,45,2023-06-05,7.38,5,46,45,23-189754
7.74242E+17,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,391751311,Fayza,,Downtown,49.2745482,-123.127821,Entire home/apt,300,30,0,,,1,364,0,
7.74296E+17,Condo in Vancouver · 2 bedrooms · 2 beds · 2 baths,14975567,Brittany,,Downtown Eastside,49.28057,-123.10079,Private room,149,30,0,,,2,231,0,
7.74314E+17,Guest suite in Vancouver · ★4.60 · 3 bedrooms · 4 beds · 2 baths,121771768,Joshua,,Marpole,49.21332,-123.1347,Entire home/apt,200,1,45,2023-06-01,7.38,2,221,45,22-291285
7.74352E+17,Bungalow in Vancouver · ★4.69 · 2 bedrooms · 3 beds · 1 bath,349804247,El,,Sunset,49.2153333,-123.0822779,Entire home/apt,171,1,16,2023-05-16,2.81,40,85,16,23-163291
7.74643E+17,Rental unit in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,41212701,Ahmed,,Downtown,49.2801668,-123.1079339,Private room,121,1,29,2023-06-08,4.81,3,267,29,
7.74685E+17,Rental unit in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 2 baths,278408221,Andy,,Downtown,49.2796404,-123.1088566,Entire home/apt,285,2,35,2023-05-27,5.83,1,129,35,22-164730
7.74742E+17,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,477321736,Emily,,Mount Pleasant,49.26918263,-123.1023726,Entire home/apt,240,3,19,2023-05-30,5.38,1,97,19,23-174737
7.74867E+17,Rental unit in Vancouver · ★4.72 · 1 bedroom · 2 beds · 1 bath,490262922,Zaahira,,Downtown Eastside,49.2796505,-123.1001372,Entire home/apt,209,2,18,2023-06-03,2.95,1,74,18,22-295784
7.74914E+17,Home in Vancouver · 1 bedroom · 1 bed · 1 bath,11020431,Daniel,,Grandview-Woodland,49.27223,-123.06921,Entire home/apt,120,4,1,2022-12-26,0.18,2,190,1,22-288299
7.75138E+17,Home in Vancouver · ★4.87 · 4 bedrooms · 4 beds · 1.5 baths,54149030,Ali,,Grandview-Woodland,49.28688079,-123.0616798,Entire home/apt,458,1,23,2023-06-03,4.83,1,311,23,23-158376
7.75334E+17,Home in Vancouver · ★4.25 · 1 bedroom · 3 beds · 1 bath,490342149,Payman,,South Cambie,49.2449905,-123.1178185,Entire home/apt,141,1,32,2023-05-01,5.27,1,162,32,23-158677
7.75446E+17,Rental unit in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,432404750,Csquare,,Kitsilano,49.26213,-123.15096,Entire home/apt,272,2,3,2023-03-30,0.53,1,6,3,22-277357
7.75583E+17,Home in Vancouver · 1 bedroom · 1 bed · 1.5 shared baths,213845376,Creamie,,Victoria-Fraserview,49.220023,-123.0556894,Private room,70,30,0,,,2,31,0,
7.75774E+17,Rental unit in Vancouver · Studio · 1 bed · 1 bath,479950095,Razi,,Kitsilano,49.26346,-123.15545,Entire home/apt,110,30,1,2023-06-02,1,1,147,1,
7.76053E+17,Rental unit in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,293583929,Steve,,Downtown,49.27837,-123.12056,Entire home/apt,253,2,19,2023-05-28,3.41,28,24,19,23-158701
7.76166E+17,Home in Vancouver · ★4.91 · 3 bedrooms · 3 beds · 2 baths,424477266,Wei,,Kerrisdale,49.22283,-123.14469,Entire home/apt,374,3,11,2023-05-21,1.9,9,136,11,21-156541
7.76263E+17,Home in Vancouver · ★5.0 · 3 bedrooms · 3 beds · 2 baths,221993,Vivian,,Kensington-Cedar Cottage,49.23318423,-123.0712898,Entire home/apt,276,3,15,2023-06-06,3.28,1,60,15,23-158508
7.76393E+17,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1 bath,490534562,Moe,,Downtown,49.2732699,-123.1297751,Entire home/apt,339,29,3,2023-06-09,3,1,110,3,Exempt
7.76437E+17,Guest suite in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 bath,490539894,Nelia,,Riley Park,49.25222,-123.09185,Entire home/apt,221,2,12,2023-05-21,2.21,1,0,12,22-310876
7.76514E+17,Rental unit in Vancouver · ★4.85 · 2 bedrooms · 2 beds · 2 baths,264405694,Ryan,,Downtown,49.28649,-123.12338,Entire home/apt,339,2,26,2023-05-31,4.46,3,75,26,Exempt
7.76733E+17,Guest suite in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,409334293,Charlotte,,Arbutus Ridge,49.25320249,-123.1718401,Entire home/apt,154,2,4,2023-06-06,4,1,86,4,22-310970
7.76746E+17,Home in Vancouver · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,489251326,Keit,,Dunbar Southlands,49.25792,-123.18858,Entire home/apt,488,1,3,2023-04-16,0.49,2,285,3,22-307859
7.76889E+17,Home in Vancouver · ★4.75 · 2 bedrooms · 2 beds · 1 bath,490031768,Shi Yin,,Victoria-Fraserview,49.23041,-123.0571,Entire home/apt,149,1,20,2023-06-02,3.61,2,39,20,22-310607
7.77027E+17,Home in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1 bath,108331073,Chenye,,Riley Park,49.23421,-123.102,Entire home/apt,213,1,25,2023-05-21,4.1,4,158,25,22-293666
7.7709E+17,Home in Vancouver · 2 bedrooms · 3 beds · 1 private bath,129592630,Tony,,Dunbar Southlands,49.24598,-123.18609,Private room,274,1,0,,,2,29,0,
7.77106E+17,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 2 baths,245819920,Lien,,Downtown,49.27973,-123.12074,Entire home/apt,336,2,39,2023-06-05,6.76,2,197,39,22-300182
7.77596E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 1 bath,227662329,Jordan,,Hastings-Sunrise,49.26564,-123.05446,Entire home/apt,119,30,1,2023-05-31,1,112,309,1,
7.77604E+17,Rental unit in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,485403075,Adam,,Downtown,49.28128,-123.12194,Entire home/apt,260,3,16,2023-05-29,3.43,1,33,16,23-157615
7.77612E+17,Home in Vancouver · 2 bedrooms · 2 beds · 2 baths,52594938,Henry,,Mount Pleasant,49.2640112,-123.0828097,Entire home/apt,150,30,1,2023-06-03,1,1,104,1,
7.77621E+17,Home in Vancouver · ★3.75 · 1 bedroom · 1 bed · 1 shared bath,454491500,Jing,,West Point Grey,49.26504062,-123.2137796,Private room,76,3,4,2023-06-05,1.79,4,82,4,
7.77645E+17,Rental unit in Vancouver · 1 bedroom · 1 bed · 1.5 baths,460089495,Peter,,Downtown,49.2787118,-123.1107586,Entire home/apt,600,30,0,,,7,365,0,
7.7767E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 1 bath,490753274,Kevin,,West End,49.283343,-123.1354191,Entire home/apt,299,30,0,,,1,11,0,
7.7768E+17,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 bath,52572635,Heidi,,Downtown,49.27398343,-123.1153207,Entire home/apt,150,30,1,2023-03-14,0.34,1,273,1,
7.77784E+17,Rental unit in Vancouver · ★4.91 · 1 bedroom · 3 beds · 1 bath,480376005,Stephen,,Downtown,49.2792118,-123.1214803,Entire home/apt,339,1,23,2023-06-04,3.94,1,154,23,23-193736
7.77802E+17,Rental unit in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,490654368,Derek,,Downtown,49.2873812,-123.1237839,Entire home/apt,299,3,13,2023-06-04,2.67,1,0,13,# 23-158624
7.77846E+17,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 private bath,61173091,Sumit,,Downtown,49.27274,-123.11582,Private room,75,30,0,,,1,334,0,
7.78303E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 1.5 baths,405206461,Jessica Liu,,Downtown,49.2749061,-123.1310278,Entire home/apt,220,30,0,,,1,314,0,
7.78376E+17,Home in Vancouver · 1 bedroom · 1 bed · 1 shared bath,490857414,Renee,,Mount Pleasant,49.25878,-123.07993,Private room,85,1,1,2022-12-23,0.18,5,364,1,
7.78651E+17,Home in Vancouver · ★4.77 · 3 bedrooms · 3 beds · 2.5 baths,424477266,Wei,,Kerrisdale,49.22485,-123.15308,Entire home/apt,258,2,13,2023-05-21,2.24,9,176,13,23-158369
7.79078E+17,Rental unit in Vancouver · ★4.84 · 1 bedroom · 1 bed · 1 bath,490961850,Nasim,,Downtown,49.28779,-123.12293,Entire home/apt,235,1,25,2023-06-01,5.14,1,216,25,23-170247
7.79193E+17,Rental unit in Vancouver · ★4.89 · 2 bedrooms · 2 beds · 2 baths,450433525,Kourosh,,Downtown,49.27952,-123.12554,Entire home/apt,450,1,27,2023-05-28,4.68,1,70,27,23-158442
7.79217E+17,Home in Vancouver · 2 bedrooms · 2 beds · 2.5 baths,108331073,Chenye,,Riley Park,49.23368582,-123.099884,Private room,283,2,0,,,4,159,0,
7.79642E+17,Home in Vancouver · ★5.0 · Studio · 1 bed · 1 private bath,76844465,Glenn,,Kensington-Cedar Cottage,49.2587891,-123.0630183,Private room,125,2,23,2023-06-04,4.69,1,95,23,
7.79794E+17,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 2 baths,10784492,Karma,,Downtown,49.27904189,-123.1080596,Entire home/apt,355,1,6,2023-05-28,1.64,1,12,6,23-158150
7.79888E+17,Home in Vancouver · ★4.91 · 3 bedrooms · 3 beds · 2 baths,491098467,Weiji,,Hastings-Sunrise,49.2705043,-123.0321173,Entire home/apt,199,1,11,2023-05-15,2.05,2,128,11,23-158597
7.79916E+17,Home in Vancouver · ★5.0 · 5 bedrooms · 5 beds · 3 baths,78927738,Victoria,,Shaughnessy,49.24603,-123.14128,Entire home/apt,806,2,4,2023-05-21,1.08,1,232,4,23-158687
7.80351E+17,Home in Vancouver · ★4.75 · 1 bedroom · 2 beds · 1 bath,491171110,Maria,,Renfrew-Collingwood,49.24589,-123.03721,Entire home/apt,79,2,36,2023-06-08,6.47,1,62,36,23-172244
7.80399E+17,Rental unit in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 bath,488763799,Susan,,Downtown,49.27845,-123.11992,Entire home/apt,279,2,30,2023-05-26,5.26,1,330,30,22-301474
7.80407E+17,Rental unit in Vancouver · ★3.75 · 2 bedrooms · 2 beds · 1 bath,349804247,El,,Downtown,49.279448,-123.107321,Entire home/apt,256,1,4,2023-06-03,3.08,40,60,4,23-200835
7.8042E+17,Home in Vancouver · ★3.50 · 1 bedroom · 1 bed · 1 shared bath,490857414,Renee,,Mount Pleasant,49.25898,-123.08028,Private room,92,1,4,2023-04-14,0.75,5,364,4,
7.80461E+17,Home in Vancouver · ★4.75 · 2 bedrooms · 2 beds · 1 bath,50029112,Sandeep,,Kensington-Cedar Cottage,49.24427,-123.07148,Entire home/apt,160,3,16,2023-05-28,2.79,1,264,16,22-311158
7.80469E+17,Rental unit in Vancouver · ★4.75 · 1 bedroom · 2 beds · 1 bath,491196725,Dave,,Renfrew-Collingwood,49.24013,-123.0534,Entire home/apt,200,1,8,2023-06-07,2.14,1,126,8,22-311332
7.80599E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 1 bath,227662329,Jordan,,Kitsilano,49.26689,-123.15787,Entire home/apt,146,30,1,2023-02-19,0.27,112,196,1,
7.80705E+17,Rental unit in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 bath,491238239,Sarah,,Kitsilano,49.26001,-123.14852,Entire home/apt,157,2,26,2023-06-01,5.06,1,214,26,23-158673
7.81094E+17,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 private bath,1974933,Ivan,,Downtown,49.27251,-123.1248,Private room,84,180,0,,,1,67,0,
7.81179E+17,Rental unit in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 bath,151123195,Julia,,Mount Pleasant,49.26932,-123.10209,Entire home/apt,252,3,16,2023-05-19,3.04,3,73,16,23-171427
7.81274E+17,Guesthouse in Vancouver · ★4.88 · 2 bedrooms · 2 beds · 1.5 baths,5335111,Eric,,Hastings-Sunrise,49.28917,-123.04293,Entire home/apt,192,2,17,2023-06-08,3.21,18,207,17,23-171590
7.81314E+17,Rental unit in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,491346433,Cam And Ida,,Downtown Eastside,49.2781168,-123.0995864,Entire home/apt,186,1,26,2023-06-05,4.73,1,257,26,22-310496
7.81526E+17,Rental unit in Vancouver · ★4.73 · 1 bedroom · 2 beds · 1 bath,82874575,Chris,,Downtown,49.27402,-123.1271,Entire home/apt,342,2,22,2023-05-22,3.98,2,316,22,23-156897
7.81898E+17,Home in Vancouver · 1 bedroom · 1 bed · 2 baths,487996935,Jeffrey,,Renfrew-Collingwood,49.25223,-123.05262,Entire home/apt,345,2,2,2023-02-02,0.37,1,159,2,22-303395
7.81945E+17,Rental unit in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,420199228,Kristine,,West End,49.28225019,-123.1258058,Entire home/apt,129,30,3,2023-05-21,0.73,1,13,3,
7.82099E+17,Rental unit in Vancouver · ★4.75 · 3 bedrooms · 3 beds · 2.5 baths,480478314,Eddie,,Downtown,49.29062,-123.12818,Entire home/apt,560,30,8,2023-03-12,1.52,14,75,8,22-200101
7.8211E+17,Rental unit in Vancouver · 2 bedrooms · 2 beds · 2 baths,480478314,Eddie,,Downtown,49.27566,-123.13016,Entire home/apt,400,30,0,,,14,115,0,22-140200
7.8214E+17,Rental unit in Vancouver · 2 bedrooms · 4 beds · 2 baths,16945017,Andrés,,Kitsilano,49.26789,-123.14716,Entire home/apt,299,30,0,,,1,198,0,
7.82206E+17,Home in Vancouver · ★4.67 · 2 bedrooms · 2 beds · 2 baths,480478314,Eddie,,Riley Park,49.23855,-123.11588,Entire home/apt,241,1,3,2023-05-26,0.92,14,39,3,22-052350
7.82242E+17,Condo in Vancouver · ★4.40 · 1 bedroom · 2 beds · 1 bath,120990849,Lucy,,Downtown,49.27934,-123.12799,Entire home/apt,199,30,5,2023-05-31,1.26,1,42,5,23-107186
7.82594E+17,Serviced apartment in Vancouver · 1 bedroom · 2 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.27704,-123.12338,Entire home/apt,210,30,0,,,41,343,0,Exempt
7.82612E+17,Hotel in Vancouver · 2 bedrooms · 2 beds · 2 baths,2502595,Level Hotels And Furnished Suites,,Downtown,49.27865,-123.12334,Private room,300,30,0,,,41,335,0,
7.8266E+17,Condo in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,93504516,Diego,,Mount Pleasant,49.2653542,-123.0997137,Entire home/apt,220,2,17,2023-05-29,5.2,1,5,17,23-197853
7.82679E+17,Serviced apartment in Vancouver · 1 bedroom · 2 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.2748,-123.12587,Entire home/apt,260,30,0,,,41,365,0,
7.82682E+17,Rental unit in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,136972647,Tara,,Mount Pleasant,49.27131,-123.10341,Entire home/apt,296,2,19,2023-05-23,3.52,1,36,19,22-308896
7.82685E+17,Serviced apartment in Vancouver · 1 bedroom · 2 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.2739053,-123.126715,Entire home/apt,260,30,1,2023-05-26,1,41,365,1,
7.82692E+17,Serviced apartment in Vancouver · 2 bedrooms · 3 beds · 2 baths,2502595,Level Hotels And Furnished Suites,,Downtown,49.2739053,-123.126715,Entire home/apt,260,31,1,2023-02-16,0.26,41,312,1,
7.827E+17,Serviced apartment in Vancouver · 2 bedrooms · 3 beds · 2 baths,2502595,Level Hotels And Furnished Suites,,Downtown,49.27329,-123.12572,Entire home/apt,300,31,0,,,41,306,0,
7.82706E+17,Serviced apartment in Vancouver · 2 bedrooms · 3 beds · 2 baths,2502595,Level Hotels And Furnished Suites,,Downtown,49.2739053,-123.126715,Entire home/apt,300,31,1,2023-05-01,0.73,41,300,1,
7.82712E+17,Serviced apartment in Vancouver · 2 bedrooms · 3 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.2764611,-123.1295442,Entire home/apt,300,30,0,,,41,299,0,
7.82726E+17,Serviced apartment in Vancouver · 2 bedrooms · 3 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.2764611,-123.1295442,Entire home/apt,230,30,0,,,41,312,0,
7.8273E+17,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.2764611,-123.1295442,Entire home/apt,197,30,0,,,41,364,0,
7.82732E+17,Rental unit in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,197127241,Jacob,,Kitsilano,49.27262,-123.16051,Entire home/apt,125,30,3,2023-06-05,0.87,6,239,3,
7.82736E+17,Serviced apartment in Vancouver · 1 bedroom · 1 bed · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.27718,-123.12843,Entire home/apt,200,30,0,,,41,364,0,
