,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,clusters,cluster
400,49.27743,-123.10022,99,3,250,2.94,2,10,23,0,pink
401,49.26698,-123.15767,255,30,33,0.37,1,365,0,2,dark purple
402,49.22846,-123.09686,146,5,150,1.63,2,251,28,2,dark purple
403,49.25203,-123.08339,94,2,128,1.46,1,0,15,0,pink
404,49.2678,-123.16855,79,3,3,0.05,1,0,0,0,pink
405,49.24984,-123.11016,55,7,113,1.22,1,169,16,0,pink
406,49.27545,-123.15314,334,30,24,0.27,1,313,0,2,dark purple
407,49.25945,-123.09143,200,2,297,3.27,1,144,43,0,pink
408,49.25568,-123.11845,85,30,1,0.01,3,0,0,0,pink
409,49.26304,-123.09238,189,2,160,1.85,1,81,29,0,pink
410,49.28,-123.03955,93,1,80,0.95,2,30,0,0,pink
411,49.21915,-123.10273,105,30,22,0.25,1,0,0,0,pink
412,49.2804,-123.13603,140,30,182,1.99,1,128,6,0,pink
413,49.28295,-123.12323,165,30,40,0.46,12,199,5,2,dark purple
414,49.24794,-123.08124,225,4,2,0.03,1,0,0,0,pink
415,49.26023,-123.09239,475,2,29,0.37,1,0,0,1,purple
416,49.27098,-123.16064,86,30,25,0.29,4,0,2,0,pink
417,49.28959,-123.05161,50,3,320,3.46,1,0,0,0,pink
418,49.26672,-123.16668,198,3,8,0.13,3,231,1,2,dark purple
419,49.24738,-123.10184,400,4,8,0.09,1,0,0,1,purple
420,49.25716,-123.0724,60,30,7,0.12,1,0,0,0,pink
421,49.27889205,-123.1095258,494,1,19,6.87,1,171,19,1,purple
422,49.27377,-123.14986,160,2,4,0.43,1,167,4,2,dark purple
423,49.26346,-123.0526,181,2,80,0.88,1,0,8,0,pink
424,49.28003,-123.06204,120,3,39,0.44,1,0,0,0,pink
425,49.23305,-123.03177,107,30,13,0.15,1,51,0,0,pink
426,49.26587,-123.0999,299,2,88,1.02,1,74,27,0,pink
427,49.27658896,-123.0499168,140,2,2,2.0,1,308,2,2,dark purple
428,49.27752,-123.11993,134,30,203,2.24,1,38,2,0,pink
429,49.2674,-123.15509,140,30,6,0.7,1,0,6,0,pink
430,49.27977,-123.03009,188,4,1,0.01,1,5,0,0,pink
431,49.26682,-123.16654,382,2,11,0.43,3,258,4,1,purple
432,49.28198,-123.1112,240,1,165,1.82,6,58,6,0,pink
433,49.27924,-123.10711,358,3,19,0.22,1,147,11,1,purple
434,49.27782,-123.12991,215,2,41,0.49,1,0,0,0,pink
435,49.24289,-123.11954,175,3,33,0.37,1,11,0,0,pink
436,49.27153,-123.15416,125,30,40,0.46,2,364,5,2,dark purple
437,49.28668,-123.13599,205,2,245,2.75,1,12,32,0,pink
438,49.25291,-123.11915,120,1,279,3.27,1,0,54,0,pink
439,49.27523,-123.12912,254,3,81,1.02,2,162,0,2,dark purple
440,49.28301,-123.12357,300,30,66,0.76,2,282,3,2,dark purple
441,49.26545,-123.14055,250,30,23,0.27,1,179,0,2,dark purple
442,49.24354,-123.07279,100,3,3,0.05,1,0,0,0,pink
443,49.27036,-123.06444,414,3,155,1.77,2,141,44,1,purple
444,49.25779,-123.1951,434,4,1,0.01,1,32,0,1,purple
445,49.28593,-123.11571,153,1,56,0.63,5,0,0,0,pink
446,49.28196,-123.10734,293,2,152,1.72,1,13,62,0,pink
447,49.25315,-123.17653,118,30,169,1.9,1,216,1,2,dark purple
448,49.29236,-123.13609,119,30,75,0.85,2,0,0,0,pink
449,49.25319,-123.03326,49,30,46,0.55,3,52,4,0,pink
450,49.2721405,-123.0706558,270,5,122,1.39,3,289,14,2,dark purple
451,49.2666,-123.09449,81,30,14,0.19,1,123,1,0,pink
452,49.27223,-123.06423,115,3,83,0.96,1,11,15,0,pink
453,49.25747,-123.07134,300,5,18,0.21,1,38,0,0,pink
454,49.26823,-123.16443,350,7,11,0.13,1,0,0,0,pink
455,49.27779,-123.08743,358,30,134,1.57,1,186,7,1,purple
456,49.25919,-123.16995,299,5,173,1.99,1,274,16,2,dark purple
457,49.27431,-123.15094,93,30,53,0.6,1,0,0,0,pink
458,49.26248608,-123.1768314,300,30,0,0.0,2,39,0,0,pink
459,49.2477,-123.11188,185,5,147,1.68,1,250,18,2,dark purple
460,49.24781,-123.06591,36,30,8,0.1,4,76,1,0,pink
461,49.28024,-123.04351,93,3,179,2.09,1,7,43,0,pink
462,49.24569,-123.06533,52,30,12,0.14,4,137,3,0,pink
463,49.24616,-123.0657,46,30,8,0.11,4,187,1,2,dark purple
464,49.27864,-123.11727,350,2,23,0.26,1,225,7,1,purple
465,49.26907,-123.17436,580,3,142,1.67,1,248,31,1,purple
466,49.27928,-123.1249,185,7,138,1.57,1,90,22,0,pink
467,49.24719,-123.06355,48,30,7,0.08,4,172,1,2,dark purple
468,49.24992,-123.10578,145,3,146,2.33,1,16,26,0,pink
469,49.27922,-123.12049,400,2,191,2.18,1,91,32,1,purple
470,49.24993,-123.0749,210,2,148,1.69,1,260,2,2,dark purple
471,49.27539,-123.13316,120,30,42,0.51,1,216,4,2,dark purple
472,49.26999,-123.16867,76,1,191,2.21,1,0,0,0,pink
473,49.27017,-123.20673,141,4,198,2.32,4,281,30,2,dark purple
474,49.26045,-123.16306,195,30,34,0.39,3,71,2,0,pink
475,49.27046,-123.1572,135,3,57,0.65,1,0,8,0,pink
476,49.28021,-123.06581,190,30,15,0.17,1,294,1,2,dark purple
477,49.22312,-123.0865,95,2,112,1.3,1,0,0,0,pink
478,49.28641,-123.11897,153,1,59,0.73,5,0,0,0,pink
479,49.28622,-123.119,150,1,63,0.93,5,0,21,0,pink
480,49.27858,-123.12091,184,7,85,0.98,1,6,31,0,pink
481,49.28167,-123.12342,250,30,11,0.13,2,300,4,2,dark purple
482,49.27235,-123.16137,109,30,55,0.64,4,7,3,0,pink
483,49.2495,-123.08574,205,1,51,7.25,1,262,51,2,dark purple
484,49.25926,-123.08486,275,7,21,0.25,1,156,14,2,dark purple
485,49.27648,-123.04172,145,2,179,3.11,1,11,47,0,pink
486,49.28692,-123.12493,400,2,192,2.21,1,21,43,1,purple
487,49.28636,-123.12052,300,30,0,0.0,1,137,0,0,pink
488,49.28295,-123.10105,150,30,16,0.21,1,0,0,0,pink
489,49.26448,-123.12735,170,2,94,1.08,2,3,4,0,pink
490,49.28252,-123.12331,110,30,34,0.4,8,274,4,2,dark purple
491,49.24887,-123.18715,350,5,91,1.05,1,326,13,2,dark purple
492,49.26945,-123.15291,99,1,13,0.27,1,0,0,0,pink
493,49.27049,-123.16668,219,3,10,0.77,1,0,7,0,pink
494,49.20976,-123.12767,93,28,64,0.92,1,30,10,0,pink
495,49.26567,-123.13877,89,30,4,0.05,1,0,0,0,pink
496,49.2758,-123.05482,100,30,0,0.0,1,0,0,0,pink
497,49.26274,-123.12739,144,2,67,0.78,2,12,11,0,pink
498,49.28188,-123.10724,185,2,9,0.1,1,0,0,0,pink
499,49.25859,-123.07775,325,5,30,0.35,2,6,3,0,pink
500,49.27972,-123.11957,199,30,26,0.31,1,119,0,0,pink
501,49.26727,-123.14131,146,2,202,2.38,1,98,29,0,pink
502,49.25394,-123.10394,199,1,377,4.46,1,83,58,0,pink
503,49.2847,-123.13973,158,30,72,0.84,2,365,0,2,dark purple
504,49.27936,-123.12572,127,30,45,0.53,4,349,7,2,dark purple
505,49.2153,-123.14121,190,30,75,0.87,1,186,5,2,dark purple
506,49.27393,-123.06639,100,30,0,0.0,1,0,0,0,pink
507,49.24008,-123.10189,75,2,51,0.61,4,307,35,2,dark purple
508,49.21658,-123.10693,101,2,53,0.62,1,0,0,0,pink
509,49.25348,-123.12639,230,3,108,1.27,1,262,18,2,dark purple
510,49.21037,-123.11773,135,30,78,0.92,3,158,5,0,pink
511,49.24067,-123.10254,55,4,10,0.12,4,164,1,0,pink
512,49.28374,-123.10238,333,2,242,2.85,1,185,38,1,purple
513,49.24931,-123.09618,209,4,14,0.16,1,0,0,0,pink
514,49.21434,-123.13249,92,3,48,0.57,1,283,11,2,dark purple
515,49.27488,-123.11524,150,30,4,0.07,1,0,0,0,pink
516,49.27011,-123.14099,110,30,0,0.0,1,0,0,0,pink
517,49.26098,-123.07341,38,3,41,0.48,1,0,0,0,pink
518,49.28125,-123.12762,175,30,16,0.19,1,0,0,0,pink
519,49.27754,-123.12414,150,30,24,0.3,12,235,3,2,dark purple
520,49.25061,-123.11302,150,30,13,0.15,9,259,3,2,dark purple
521,49.27241,-123.05731,100,2,19,0.22,1,20,2,0,pink
522,49.27894,-123.10754,200,30,27,0.32,1,0,0,0,pink
523,49.25977,-123.05534,101,2,274,3.26,1,247,61,2,dark purple
524,49.26493,-123.06927,162,30,324,3.8,1,52,45,0,pink
525,49.23124,-123.09689,180,3,134,1.62,1,111,22,0,pink
526,49.278938,-123.107872,330,2,342,4.03,1,289,57,2,dark purple
527,49.27927,-123.1165,239,1,4,0.05,9,0,0,0,pink
528,49.27781,-123.12976,275,4,193,2.51,1,1,18,0,pink
529,49.24255,-123.15148,440,7,2,0.02,1,0,0,1,purple
530,49.24975,-123.10195,218,3,122,1.47,4,12,25,0,pink
531,49.25456,-123.03492,60,30,37,0.44,3,148,5,0,pink
532,49.24775,-123.16692,85,1,288,3.39,2,219,36,2,dark purple
533,49.2505,-123.10522,306,3,9,0.19,1,37,8,0,pink
534,49.28259,-123.10313,310,2,325,3.82,2,38,43,0,pink
535,49.23269094,-123.1634977,45,30,0,0.0,2,120,0,0,pink
536,49.26158,-123.08473,62,5,38,0.45,1,2,3,0,pink
537,49.28235,-123.13587,99,30,133,1.57,1,210,5,2,dark purple
538,49.2688915,-123.1012099,84,30,0,0.0,2,313,0,2,dark purple
539,49.27964,-123.10663,235,2,39,2.46,1,43,31,0,pink
540,49.2203,-123.03021,148,30,97,1.15,1,9,0,0,pink
541,49.25814,-123.07511,145,30,63,0.75,3,110,7,0,pink
542,49.27995,-123.10903,235,3,495,5.91,1,58,57,0,pink
543,49.27216,-123.20664,800,2,28,0.95,1,170,21,1,purple
544,49.26077,-123.18099,450,2,8,0.1,1,19,2,1,purple
545,49.27941,-123.11725,330,1,81,0.97,2,338,5,2,dark purple
546,49.25976,-123.06033,198,30,116,1.39,3,271,9,2,dark purple
547,49.27669,-123.05378,115,1,39,0.68,1,18,15,0,pink
548,49.24032,-123.06304,82,1,422,4.99,1,0,38,0,pink
549,49.27975,-123.11984,100,30,67,0.8,3,242,6,2,dark purple
550,49.26686,-123.14629,160,30,3,0.04,1,187,1,2,dark purple
551,49.27765175,-123.1308775,121,30,60,0.71,3,128,1,0,pink
552,49.28262,-123.1168,168,3,4,0.05,1,8,0,0,pink
553,49.26894,-123.10337,77,30,12,0.14,1,0,0,0,pink
554,49.2611,-123.11037,180,2,291,3.46,2,74,17,0,pink
555,49.27971,-123.11618,150,30,17,0.22,8,258,3,2,dark purple
556,49.26566,-123.07181,120,2,242,2.87,1,61,35,0,pink
557,49.27968,-123.1088,471,3,13,0.16,1,16,3,1,purple
558,49.27391,-123.10143,350,3,26,0.38,1,14,19,0,pink
559,49.25996,-123.09479,171,3,18,0.21,1,0,5,0,pink
560,49.2639926,-123.0820291,170,1,11,3.55,1,11,11,0,pink
561,49.28437,-123.11711,122,30,176,2.11,2,242,13,2,dark purple
562,49.26415,-123.15793,69,2,31,0.39,1,0,0,0,pink
563,49.28801,-123.12491,255,30,14,0.17,1,290,3,2,dark purple
564,49.24141,-123.03011,136,2,103,1.23,1,0,0,0,pink
565,49.25432,-123.12369,199,4,107,1.28,2,30,25,0,pink
566,49.25693,-123.11179,140,30,1,0.01,1,160,0,0,pink
567,49.25898,-123.11866,175,30,25,0.3,1,118,0,0,pink
568,49.21343,-123.11357,90,30,45,0.54,3,64,0,0,pink
569,49.23372,-123.07703,151,1,118,1.41,1,323,16,2,dark purple
570,49.27791,-123.12252,130,5,118,1.41,1,10,12,0,pink
571,49.28353,-123.11524,120,30,4,0.05,1,160,0,0,pink
572,49.21684,-123.07936,180,28,21,0.25,1,365,3,2,dark purple
573,49.26693474,-123.0667228,268,3,215,2.58,1,96,35,0,pink
574,49.24524,-123.07961,349,3,25,0.3,1,284,2,2,dark purple
575,49.27238,-123.06842,365,2,9,0.11,2,0,0,1,purple
576,49.2799,-123.09161,119,3,242,2.91,2,34,1,0,pink
577,49.21769,-123.09191,211,1,6,0.07,1,363,0,2,dark purple
578,49.28054,-123.06184,114,2,78,0.94,1,31,5,0,pink
579,49.23441,-123.0664,91,2,59,0.71,1,144,2,0,pink
580,49.28043,-123.10105,169,3,128,1.56,1,0,19,0,pink
581,49.27904,-123.09246,142,3,248,2.97,2,9,30,0,pink
582,49.22624,-123.1027,169,2,74,0.89,1,96,0,0,pink
583,49.26196,-123.05811,85,30,249,3.02,3,290,17,2,dark purple
584,49.23108,-123.02945,99,2,152,1.83,1,118,29,0,pink
585,49.27539,-123.10009,150,4,38,0.5,1,0,0,0,pink
586,49.2786,-123.10777,429,4,48,0.58,1,33,4,1,purple
587,49.27729,-123.08774,150,30,88,1.07,4,268,6,2,dark purple
588,49.26631,-123.07082,120,5,61,0.73,1,14,3,0,pink
589,49.27732,-123.04637,95,21,2,0.04,2,133,1,0,pink
590,49.27671,-123.09865,137,2,111,1.34,1,0,0,0,pink
591,49.25442,-123.12548,161,2,107,1.3,2,0,17,0,pink
592,49.23942,-123.07083,125,4,15,0.21,1,0,0,0,pink
593,49.25423,-123.08951,177,30,231,2.79,1,114,17,0,pink
594,49.2614,-123.20698,265,1,86,1.04,1,19,21,0,pink
595,49.27524,-123.07223,110,30,173,2.09,2,36,3,0,pink
596,49.23575,-123.0271,110,30,2,0.1,2,298,0,2,dark purple
597,49.2697,-123.10152,148,5,67,0.82,1,57,3,0,pink
598,49.25758,-123.06673,121,2,385,4.67,1,20,61,0,pink
599,49.2715928,-123.1610614,169,1,32,2.99,1,81,32,0,pink
600,49.23913,-123.08451,68,30,31,0.4,1,155,6,0,pink
601,49.26716317,-123.0980272,222,3,102,1.25,1,231,18,2,dark purple
602,49.26192,-123.21326,149,30,12,0.25,4,179,1,2,dark purple
603,49.25332,-123.12309,425,3,16,0.19,1,20,1,1,purple
604,49.261,-123.0761,131,2,43,0.53,2,25,7,0,pink
605,49.27618,-123.12744,140,30,20,0.24,1,156,4,0,pink
606,49.27497,-123.11716,160,30,27,0.33,12,320,1,2,dark purple
607,49.26468658,-123.1591873,597,2,93,1.87,1,75,14,1,purple
608,49.22051,-123.0856,60,1,543,7.19,1,0,108,0,pink
609,49.26446,-123.18001,252,1,228,2.84,1,84,47,0,pink
610,49.28939056,-123.1258545,150,30,1,0.13,1,43,1,0,pink
611,49.2784,-123.12063,150,30,8,0.1,1,1,4,0,pink
612,49.24911,-123.07706,200,3,257,3.13,1,0,23,0,pink
613,49.28073,-123.12535,310,30,11,0.14,1,148,0,0,pink
614,49.21255,-123.0574,69,1,106,1.3,3,289,48,2,dark purple
615,49.21121,-123.05598,49,30,100,1.22,3,60,22,0,pink
616,49.2614,-123.15827,350,1,12,0.15,1,244,0,2,dark purple
617,49.23825,-123.1693,120,3,1,1.0,6,131,1,0,pink
618,49.28226,-123.1192,189,30,12,0.15,1,83,0,0,pink
619,49.2593,-123.05971,91,1,286,3.48,3,259,17,2,dark purple
620,49.25215,-123.07674,128,2,17,1.67,1,49,17,0,pink
621,49.21586,-123.12532,47,1,214,2.6,1,0,0,0,pink
622,49.26612,-123.03956,120,4,258,3.16,1,44,27,0,pink
623,49.26605,-123.15106,100,30,48,0.58,1,157,1,0,pink
624,49.25938,-123.10424,89,2,35,0.43,1,0,0,0,pink
625,49.27775,-123.12325,220,3,101,1.4,1,72,20,0,pink
626,49.26774,-123.17773,115,5,153,1.87,1,54,23,0,pink
627,49.26643,-123.05809,206,5,104,1.32,1,128,16,0,pink
628,49.27369,-123.06303,130,2,258,3.16,1,91,42,0,pink
629,49.25113,-123.11466,150,30,12,0.15,9,282,2,2,dark purple
630,49.25377,-123.04513,125,2,73,0.89,1,289,18,2,dark purple
631,49.27926,-123.08715,150,30,109,1.33,4,272,6,2,dark purple
632,49.25489,-123.07461,123,3,52,0.84,1,0,0,0,pink
633,49.21308,-123.05564,69,28,59,0.72,3,279,2,2,dark purple
634,49.26531,-123.16218,115,1,399,4.9,1,0,106,0,pink
635,49.23582,-123.12859,99,30,57,0.73,1,96,0,0,pink
636,49.26174,-123.04726,95,2,118,1.47,3,281,16,2,dark purple
637,49.26143,-123.10964,110,3,343,4.22,1,16,63,0,pink
638,49.26065,-123.09872,65,30,3,0.04,1,0,0,0,pink
639,49.27947,-123.11835,127,30,32,0.4,1,116,5,0,pink
640,49.28009,-123.12695,300,2,99,1.22,1,0,4,0,pink
641,49.25175,-123.11925,850,30,16,0.2,1,113,0,1,purple
642,49.27629,-123.12508,170,30,17,0.22,12,292,3,2,dark purple
643,49.28484,-123.11437,99,1,1,0.01,1,0,0,0,pink
644,49.2543,-123.19622,206,30,58,0.74,2,48,5,0,pink
645,49.26321,-123.16329,90,30,45,0.59,3,314,1,2,dark purple
646,49.25117,-123.05318,240,1,159,1.96,1,289,28,2,dark purple
647,49.279205,-123.117622,499,30,28,0.36,1,299,2,1,purple
648,49.26346,-123.16109,80,30,33,0.43,3,70,1,0,pink
649,49.2849,-123.11725,144,1,64,0.8,5,0,0,0,pink
650,49.26858,-123.16151,400,3,104,1.36,2,17,1,1,purple
651,49.26244,-123.15148,230,30,44,0.54,1,9,3,0,pink
652,49.274548,-123.127823,259,1,79,5.42,1,131,67,0,pink
653,49.22821261,-123.1101018,92,1,50,0.64,1,20,2,0,pink
654,49.28161,-123.10181,130,2,56,1.15,1,0,28,0,pink
655,49.27017,-123.15711,400,2,281,3.55,1,23,53,1,purple
656,49.27652,-123.11044,99,1,188,2.33,1,0,0,0,pink
657,49.24566,-123.16614,150,30,26,0.34,2,40,2,0,pink
658,49.25126,-123.03277,40,30,24,0.3,6,82,6,0,pink
659,49.27165,-123.15073,489,2,133,1.7,1,191,24,1,purple
660,49.25072,-123.11681,600,5,70,0.87,1,286,16,1,purple
661,49.26851,-123.17557,180,2,26,0.47,2,85,0,0,pink
662,49.2878,-123.12423,350,30,14,0.2,1,160,2,1,purple
663,49.25731,-123.06776,90,5,4,0.27,1,0,3,0,pink
664,49.26793,-123.16231,360,5,71,0.92,1,202,13,1,purple
665,49.27737,-123.12369,252,3,76,0.96,1,0,0,0,pink
666,49.28536,-123.11279,69,30,0,0.0,1,0,0,0,pink
667,49.28457,-123.04419,198,1,348,4.44,1,73,53,0,pink
668,49.28638,-123.02704,172,3,162,2.14,1,165,32,0,pink
669,49.27983,-123.09805,232,2,28,0.38,2,106,2,0,pink
670,49.28486,-123.12928,135,2,52,0.65,1,3,10,0,pink
671,49.26594,-123.10085,219,3,182,2.29,1,0,27,0,pink
672,49.23775,-123.11017,220,1,2,0.03,4,0,0,0,pink
673,49.27476,-123.12499,350,30,49,0.65,1,214,7,1,purple
674,49.26011,-123.16452,86,30,102,1.29,2,140,7,0,pink
675,49.265835,-123.100838,80,3,116,1.52,1,0,6,0,pink
676,49.28168,-123.06178,110,2,13,0.2,1,0,0,0,pink
677,49.27857,-123.12299,225,1,450,5.7,1,49,70,0,pink
678,49.25721,-123.07373,495,10,7,0.1,3,4,1,1,purple
679,49.20686,-123.04706,231,30,0,0.0,1,365,0,2,dark purple
680,49.27821,-123.13297,185,3,195,2.5,1,0,7,0,pink
681,49.25662,-123.12287,95,30,144,1.92,1,1,5,0,pink
682,49.24467,-123.09792,132,1,318,4.09,1,16,63,0,pink
683,49.24415,-123.0496,76,30,12,0.2,5,205,2,2,dark purple
684,49.26417348,-123.1485814,280,1,0,0.0,1,33,0,0,pink
685,49.27985,-123.05817,100,4,5,0.08,1,0,0,0,pink
686,49.259,-123.18672,700,2,12,0.17,1,48,0,1,purple
687,49.25789,-123.09123,151,3,248,3.2,1,52,15,0,pink
688,49.26041,-123.16441,549,5,9,0.12,1,0,1,1,purple
689,49.23073,-123.0577,158,2,144,1.88,1,26,22,0,pink
690,49.25905,-123.19141,95,30,26,0.34,1,178,1,2,dark purple
691,49.27716,-123.12927,175,3,44,0.62,1,274,10,2,dark purple
692,49.27995,-123.10707,309,1,245,3.22,1,56,37,0,pink
693,49.27691,-123.12603,80,3,192,2.48,1,2,46,0,pink
694,49.25649,-123.19513,650,7,7,0.1,1,177,0,1,purple
695,49.2792118,-123.1214803,346,1,32,8.28,1,324,32,2,dark purple
696,49.25291,-123.08392,109,2,82,1.4,3,0,6,0,pink
697,49.25855,-123.07922,115,30,78,1.03,2,0,3,0,pink
698,49.28605,-123.05304,280,5,4,0.06,2,83,0,0,pink
699,49.27868,-123.10706,261,1,537,7.07,1,108,97,0,pink
700,49.23944,-123.07737,586,3,15,0.21,1,256,0,1,purple
701,49.28087,-123.12549,132,28,335,4.39,2,286,39,2,dark purple
702,49.23653,-123.07922,338,7,98,1.3,1,118,14,1,purple
703,49.28464,-123.12435,400,30,0,0.0,4,344,0,1,purple
704,49.27937,-123.10681,133,2,223,3.0,2,17,40,0,pink
705,49.27796,-123.10868,103,2,59,0.81,2,17,17,0,pink
706,49.23953,-123.08824,51,30,6,0.1,5,221,0,2,dark purple
707,49.28807,-123.12398,514,1,466,6.07,1,325,72,1,purple
708,49.28566,-123.05355,192,3,79,1.04,1,262,12,2,dark purple
709,49.25569,-123.12535,500,5,46,0.6,1,58,0,1,purple
710,49.2669,-123.18265,220,30,59,0.77,4,95,3,0,pink
711,49.25306,-123.07141,375,2,66,0.88,1,0,0,1,purple
712,49.28441,-123.12249,359,28,196,2.61,1,270,4,2,dark purple
713,49.27045,-123.14534,337,3,278,3.73,1,225,55,2,dark purple
714,49.25282,-123.08034,120,3,27,0.36,1,15,2,0,pink
715,49.25504,-123.08632,199,2,90,1.24,1,81,30,0,pink
716,49.26678,-123.18156,395,30,47,0.63,4,77,1,1,purple
717,49.21398,-123.13225,120,3,36,0.49,1,0,0,0,pink
718,49.27925565,-123.0880572,226,2,192,2.58,1,69,15,0,pink
719,49.26567,-123.1211,386,3,57,0.82,1,335,17,2,dark purple
720,49.25744,-123.10509,200,4,216,2.86,1,319,44,2,dark purple
721,49.28716,-123.12709,289,30,60,0.79,13,329,3,2,dark purple
722,49.27951,-123.11818,150,30,50,0.67,1,151,2,0,pink
723,49.29021,-123.05265,145,2,175,2.32,1,108,27,0,pink
724,49.23522,-123.07804,150,30,36,0.51,1,75,4,0,pink
725,49.26891,-123.18143,175,30,41,0.55,4,73,1,0,pink
726,49.23711,-123.07616,130,30,36,0.51,1,121,4,0,pink
727,49.27295,-123.07359,199,3,41,0.54,1,0,0,0,pink
728,49.28047562,-123.0987854,45,28,75,1.0,2,45,2,0,pink
729,49.28729248,-123.1238861,495,1,208,2.76,3,127,20,1,purple
730,49.28249,-123.1243,140,30,44,0.61,1,132,5,0,pink
731,49.2922,-123.14128,148,30,9,0.12,2,0,0,0,pink
732,49.26681,-123.09716,252,2,272,3.66,1,29,49,0,pink
733,49.27496,-123.12725,157,30,26,0.35,2,89,2,0,pink
734,49.28455,-123.10707,147,1,68,0.92,2,16,16,0,pink
735,49.26699,-123.18318,199,30,16,0.21,4,147,1,0,pink
736,49.26359,-123.03654,120,2,3,0.04,1,0,0,0,pink
737,49.27704,-123.12395,155,30,20,0.27,12,293,4,2,dark purple
738,49.25158,-123.07801,450,5,20,0.28,1,24,5,1,purple
739,49.28709,-123.13615,90,2,27,0.37,1,0,0,0,pink
740,49.28029,-123.12526,115,30,90,1.2,1,0,0,0,pink
741,49.2688,-123.05555,156,4,134,1.79,1,302,15,2,dark purple
742,49.2662,-123.17177,150,28,6,0.11,1,83,0,0,pink
743,49.2118,-123.11181,80,1,102,1.72,2,154,25,0,pink
744,49.27929,-123.13063,228,30,52,0.71,3,61,6,0,pink
745,49.2394,-123.08998,52,30,7,0.12,5,257,0,2,dark purple
746,49.26409,-123.1005,199,2,15,0.21,3,229,1,2,dark purple
747,49.26153,-123.13439,35,30,30,0.46,3,0,0,0,pink
748,49.26504,-123.18525,425,4,35,0.59,1,101,21,1,purple
749,49.26419,-123.07647,406,1,65,0.87,1,32,11,1,purple
750,49.26563,-123.04365,118,3,183,3.07,1,110,57,0,pink
751,49.27289,-123.07405,55,3,86,1.16,1,0,0,0,pink
752,49.25354,-123.09635,87,30,69,0.93,2,3,4,0,pink
753,49.27756,-123.12097,105,30,5,0.08,1,0,0,0,pink
754,49.27953,-123.12046,239,30,34,0.46,1,0,0,0,pink
755,49.26725,-123.11024,458,1,161,2.19,1,251,0,1,purple
756,49.26308,-123.17923,119,30,47,0.63,1,67,0,0,pink
757,49.2772,-123.102,260,30,0,0.0,1,272,0,2,dark purple
758,49.27381,-123.20692,689,2,167,2.3,1,288,29,1,purple
759,49.26252,-123.18165,146,1,309,4.16,1,1,19,0,pink
760,49.27665,-123.1208,130,30,8,0.11,12,193,0,2,dark purple
761,49.232,-123.05679,107,2,81,1.09,1,52,32,0,pink
762,49.28312,-123.10727,150,30,16,0.22,1,335,0,2,dark purple
763,49.24952,-123.07457,113,2,123,1.67,2,28,21,0,pink
764,49.28138,-123.11857,89,30,22,0.3,1,0,4,0,pink
765,49.28161,-123.11777,265,30,10,0.14,1,330,2,2,dark purple
766,49.26922,-123.06617,110,30,37,0.5,3,159,4,0,pink
767,49.2793,-123.10922,350,2,422,5.69,1,169,73,1,purple
768,49.28031,-123.10696,264,2,203,2.76,1,51,48,0,pink
769,49.23802,-123.16885,178,2,254,3.43,2,95,46,0,pink
770,49.27324,-123.15193,111,6,6,0.08,1,0,0,0,pink
771,49.27878,-123.10797,109,1,54,0.73,1,0,0,0,pink
772,49.23581,-123.10871,250,1,3,0.04,4,0,0,0,pink
773,49.23453,-123.16569,151,3,92,1.25,1,7,14,0,pink
774,49.25546,-123.12465,399,3,46,0.64,1,320,9,1,purple
775,49.26127,-123.21519,176,3,74,1.01,1,59,4,0,pink
776,49.24195,-123.0891,63,30,11,0.15,1,262,0,2,dark purple
777,49.24025,-123.1009,47,30,15,0.21,5,7,1,0,pink
778,49.23911,-123.1482,115,30,33,0.45,2,241,1,2,dark purple
779,49.23359,-123.09929,137,5,98,1.35,1,249,14,2,dark purple
780,49.26847,-123.10601,99,30,27,0.37,1,0,0,0,pink
781,49.21718,-123.10661,112,1,125,1.72,1,336,29,2,dark purple
782,49.28269,-123.12497,149,28,336,4.58,2,279,48,2,dark purple
783,49.25881,-123.14922,246,2,52,0.71,5,147,11,0,pink
784,49.27907,-123.10671,130,17,38,0.52,1,19,8,0,pink
785,49.25767,-123.1491,320,30,54,0.74,5,54,8,0,pink
786,49.25712,-123.14907,228,30,60,0.82,5,80,11,0,pink
787,49.26396801,-123.1600279,151,1,46,0.63,1,0,20,0,pink
788,49.27196,-123.06405,120,14,11,0.15,1,0,0,0,pink
789,49.23914,-123.06458,112,2,123,1.68,1,136,2,0,pink
790,49.27767,-123.12908,109,30,101,1.4,1,191,4,2,dark purple
791,49.27837,-123.09956,168,30,10,0.17,1,87,3,0,pink
792,49.25836,-123.12625,148,30,54,0.74,1,212,7,2,dark purple
793,49.27812,-123.1258,125,30,10,0.14,1,48,1,0,pink
794,49.28823,-123.14223,350,3,77,1.06,1,126,11,1,purple
795,49.28046,-123.12091,424,30,95,1.3,1,138,9,1,purple
796,49.27738,-123.07444,233,30,4,0.06,9,345,0,2,dark purple
797,49.27896,-123.13227,125,2,21,0.29,1,0,0,0,pink
798,49.26574,-123.14893,215,30,6,0.13,1,108,3,0,pink
799,49.26577,-123.06892,152,30,280,3.85,1,13,8,0,pink
